timestamp,open,high,low,close,volume
2022-01-03 05:30:00,359.0,363.4,358.0,359.35,9280810.0
2022-01-04 05:30:00,361.38,361.55,355.78,360.75,10228800.0
2022-01-05 05:30:00,360.0,360.43,351.5,356.75,14711264.0
2022-01-06 05:30:00,352.9,356.13,349.98,352.88,12883220.0
2022-01-07 05:30:00,354.0,360.75,353.8,355.75,13120326.0
2022-01-10 05:30:00,354.5,354.5,345.0,346.75,27537820.0
2022-01-11 05:30:00,347.5,349.23,344.5,347.08,15487458.0
2022-01-12 05:30:00,350.0,350.88,341.6,345.68,23460682.0
2022-01-13 05:30:00,331.6,333.0,324.0,324.88,61505934.0
2022-01-14 05:30:00,324.63,324.63,318.25,319.9,26514548.0
2022-01-17 05:30:00,319.75,325.83,316.52,323.33,20457876.0
2022-01-18 05:30:00,324.45,325.0,315.58,316.65,14329980.0
2022-01-19 05:30:00,315.5,315.83,309.5,310.58,17382766.0
2022-01-20 05:30:00,310.33,311.2,305.25,307.6,16827124.0
2022-01-21 05:30:00,305.0,305.5,300.4,302.52,19646694.0
2022-01-24 05:30:00,302.75,302.75,284.23,286.38,26150716.0
2022-01-25 05:30:00,281.25,286.0,275.35,281.35,34712370.0
2022-01-27 05:30:00,277.5,278.45,268.6,272.38,31351744.0
2022-01-28 05:30:00,275.05,282.48,273.33,276.08,29899780.0
2022-01-31 05:30:00,284.5,287.2,281.27,286.3,26252174.0
2022-02-01 05:30:00,289.95,291.2,283.23,288.33,20920202.0
2022-02-02 05:30:00,291.0,295.0,287.5,294.0,16368826.0
2022-02-03 05:30:00,292.35,294.4,288.08,289.13,14082780.0
2022-02-04 05:30:00,288.5,288.9,284.02,285.88,13633558.0
2022-02-07 05:30:00,285.95,286.9,277.8,278.5,15091358.0
2022-02-08 05:30:00,280.7,282.9,277.23,280.13,13953814.0
2022-02-09 05:30:00,282.2,285.38,281.65,284.48,10207476.0
2022-02-10 05:30:00,286.2,287.38,283.1,286.83,11603824.0
2022-02-11 05:30:00,283.0,283.0,278.55,280.73,15442458.0
2022-02-14 05:30:00,275.0,278.58,270.0,270.85,16241546.0
2022-02-15 05:30:00,272.8,282.63,271.63,281.68,13676992.0
2022-02-16 05:30:00,282.58,285.15,278.77,281.95,14607822.0
2022-02-17 05:30:00,286.0,286.2,280.58,282.45,14228840.0
2022-02-18 05:30:00,279.5,282.85,277.68,281.23,13411838.0
2022-02-21 05:30:00,277.88,286.35,277.7,285.4,17534002.0
2022-02-22 05:30:00,278.13,284.5,278.05,282.08,21490124.0
2022-02-23 05:30:00,284.6,285.45,281.33,283.55,14408512.0
2022-02-24 05:30:00,274.0,278.45,265.58,268.58,26953888.0
2022-02-25 05:30:00,274.0,279.38,273.75,277.63,15922624.0
2022-02-28 05:30:00,275.5,280.05,272.05,277.9,18316874.0
2022-03-02 05:30:00,277.5,279.15,275.2,277.6,16354110.0
2022-03-03 05:30:00,281.5,287.98,280.18,284.77,25911326.0
2022-03-04 05:30:00,280.5,290.0,277.02,287.65,26948372.0
2022-03-07 05:30:00,281.5,289.83,281.13,285.93,21112334.0
2022-03-08 05:30:00,286.0,295.38,286.0,293.73,22039998.0
2022-03-09 05:30:00,294.0,298.2,291.08,292.75,23527232.0
2022-03-10 05:30:00,297.5,298.25,292.3,294.13,16161966.0
2022-03-11 05:30:00,293.5,295.0,291.2,293.1,9927188.0
2022-03-14 05:30:00,293.2,300.4,293.0,299.08,15006442.0
2022-03-15 05:30:00,301.85,301.85,292.15,293.85,13853244.0
2022-03-16 05:30:00,297.63,299.73,296.25,299.13,11150296.0
2022-03-17 05:30:00,302.5,305.5,299.5,300.6,16881290.0
2022-03-21 05:30:00,302.55,308.0,299.0,300.0,15592952.0
2022-03-22 05:30:00,301.7,305.5,298.08,305.02,15580500.0
2022-03-23 05:30:00,306.98,307.5,303.85,305.6,11393836.0
2022-03-24 05:30:00,303.5,306.9,302.9,305.27,7751490.0
2022-03-25 05:30:00,305.5,307.0,298.63,301.68,11986194.0
2022-03-28 05:30:00,304.0,304.5,298.55,300.1,11476810.0
2022-03-29 05:30:00,301.5,302.68,299.58,301.25,9402006.0
2022-03-30 05:30:00,302.55,304.65,299.75,300.4,15488764.0
2022-03-31 05:30:00,300.0,301.65,295.1,295.95,14476178.0
2022-04-01 05:30:00,295.85,301.7,294.65,300.9,8567994.0
2022-04-04 05:30:00,302.5,303.25,299.5,302.8,8855948.0
2022-04-05 05:30:00,302.73,304.75,299.02,299.58,12862488.0
2022-04-06 05:30:00,299.0,299.0,295.5,296.77,8235902.0
2022-04-07 05:30:00,296.0,296.0,288.75,290.43,15721530.0
2022-04-08 05:30:00,293.0,293.5,290.25,291.83,8636632.0
2022-04-11 05:30:00,292.0,292.13,284.05,285.55,17164216.0
2022-04-12 05:30:00,284.0,284.0,278.1,279.35,16338532.0
2022-04-13 05:30:00,280.0,282.75,277.3,279.6,11204576.0
2022-04-18 05:30:00,274.93,274.93,268.0,269.3,18930062.0
2022-04-19 05:30:00,272.0,272.77,263.02,265.23,13286008.0
2022-04-20 05:30:00,268.0,270.27,265.68,268.25,8660976.0
2022-04-21 05:30:00,270.5,271.25,268.68,269.6,13388782.0
2022-04-22 05:30:00,267.5,270.43,265.33,268.85,9782424.0
2022-04-25 05:30:00,264.98,265.58,261.65,264.68,9473768.0
2022-04-26 05:30:00,268.5,268.88,263.55,264.63,8718740.0
2022-04-27 05:30:00,263.5,263.5,257.25,259.48,16275078.0
2022-04-28 05:30:00,262.0,263.33,258.0,261.27,13241338.0
2022-04-29 05:30:00,264.25,264.25,253.5,254.4,24151260.0
2022-05-02 05:30:00,257.75,259.5,246.3,247.5,43822854.0
2022-05-04 05:30:00,250.0,251.93,244.63,245.88,17267854.0
2022-05-05 05:30:00,250.5,251.85,248.15,250.58,10869532.0
2022-05-06 05:30:00,245.0,245.45,240.5,242.55,18441782.0
2022-05-09 05:30:00,241.0,244.68,237.3,241.58,16675250.0
2022-05-10 05:30:00,241.5,241.88,238.08,238.83,14969534.0
2022-05-11 05:30:00,240.03,240.98,231.28,235.95,21029342.0
2022-05-12 05:30:00,234.05,238.0,231.08,236.9,14573000.0
2022-05-13 05:30:00,239.75,239.75,233.5,234.33,16775318.0
2022-05-16 05:30:00,237.0,237.18,232.5,234.0,7314066.0
2022-05-17 05:30:00,235.5,244.5,234.15,243.33,11321450.0
2022-05-18 05:30:00,245.45,247.63,240.3,240.63,15390968.0
2022-05-19 05:30:00,233.08,236.9,225.0,225.58,22945978.0
2022-05-20 05:30:00,231.0,231.1,227.5,229.8,12731912.0
2022-05-23 05:30:00,231.9,233.9,228.75,233.0,14111568.0
2022-05-24 05:30:00,234.23,234.8,229.0,229.98,13779460.0
2022-05-25 05:30:00,230.08,230.43,221.6,222.43,15481506.0
2022-05-26 05:30:00,223.0,227.35,222.0,226.68,11583082.0
2022-05-27 05:30:00,230.0,233.98,228.13,233.48,11414472.0
2022-05-30 05:30:00,236.58,240.75,236.58,238.13,12291148.0
2022-05-31 05:30:00,237.95,240.38,235.2,239.03,31587004.0
2022-06-01 05:30:00,239.48,239.48,234.25,235.38,10514566.0
2022-06-02 05:30:00,235.9,238.23,234.05,237.08,10535040.0
2022-06-03 05:30:00,239.83,244.0,237.25,237.75,23269778.0
2022-06-06 05:30:00,236.0,237.75,232.1,236.6,13791156.0
2022-06-07 05:30:00,235.0,235.38,232.58,233.83,4701342.0
2022-06-08 05:30:00,235.53,236.0,232.15,235.2,5627652.0
2022-06-09 05:30:00,233.53,238.08,232.13,237.53,7402238.0
2022-06-10 05:30:00,233.6,233.6,228.15,230.48,17453098.0
2022-06-13 05:30:00,225.03,226.5,222.5,223.05,14130822.0
2022-06-14 05:30:00,220.0,226.85,219.0,222.95,13056384.0
2022-06-15 05:30:00,224.23,225.33,219.65,220.05,11391596.0
2022-06-16 05:30:00,223.0,223.38,209.88,211.15,17944686.0
2022-06-17 05:30:00,208.0,209.38,201.03,202.6,41550546.0
2022-06-20 05:30:00,204.5,208.95,202.08,207.33,20750838.0
2022-06-21 05:30:00,210.0,213.38,208.33,212.58,12187804.0
2022-06-22 05:30:00,211.35,211.35,205.15,205.63,16202862.0
2022-06-23 05:30:00,206.25,210.4,205.65,209.53,19655010.0
2022-06-24 05:30:00,210.5,213.0,207.88,209.38,15362102.0
2022-06-27 05:30:00,213.5,215.38,212.0,212.45,12447870.0
2022-06-28 05:30:00,211.0,214.55,207.85,213.63,12091828.0
2022-06-29 05:30:00,210.0,212.4,208.7,210.38,16684176.0
2022-06-30 05:30:00,210.95,211.5,207.5,208.03,12123284.0
2022-07-01 05:30:00,207.5,211.6,205.7,211.0,8907248.0
2022-07-04 05:30:00,210.48,210.88,208.0,210.15,6372716.0
2022-07-05 05:30:00,210.55,211.53,206.53,206.8,11513210.0
2022-07-06 05:30:00,209.3,209.3,206.55,208.03,10522910.0
2022-07-07 05:30:00,210.0,211.98,208.6,210.4,10706024.0
2022-07-08 05:30:00,212.0,212.35,208.28,209.55,9535432.0
2022-07-11 05:30:00,207.38,207.5,202.78,205.6,16689574.0
2022-07-12 05:30:00,204.5,207.43,204.0,204.58,9777472.0
2022-07-13 05:30:00,206.0,206.0,202.68,203.35,11956780.0
2022-07-14 05:30:00,205.3,205.3,200.25,200.73,13161242.0
2022-07-15 05:30:00,200.48,202.05,195.5,196.93,22328354.0
2022-07-18 05:30:00,199.5,202.85,198.33,202.38,13632394.0
2022-07-19 05:30:00,201.5,203.9,200.6,202.83,12897178.0
2022-07-20 05:30:00,205.4,208.75,203.55,206.05,25237412.0
2022-07-21 05:30:00,204.43,208.75,201.3,207.0,45382342.0
2022-07-22 05:30:00,207.88,208.7,204.53,205.43,15468542.0
2022-07-25 05:30:00,205.25,207.83,204.28,207.4,12535662.0
2022-07-26 05:30:00,207.4,207.7,202.15,202.6,15186298.0
2022-07-27 05:30:00,202.48,203.7,200.98,203.33,14084158.0
2022-07-28 05:30:00,205.9,208.5,205.45,208.0,15898464.0
2022-07-29 05:30:00,210.3,212.15,208.9,211.85,15919784.0
2022-08-01 05:30:00,213.1,215.45,211.3,214.5,10365748.0
2022-08-02 05:30:00,214.48,215.83,212.33,214.8,16912426.0
2022-08-03 05:30:00,214.5,216.5,213.75,216.18,12034938.0
2022-08-04 05:30:00,218.53,220.15,213.55,217.75,17789134.0
2022-08-05 05:30:00,218.08,221.0,218.08,220.0,12967586.0
2022-08-08 05:30:00,221.4,221.4,217.6,217.93,9557496.0
2022-08-10 05:30:00,217.5,218.0,213.15,215.08,11329742.0
2022-08-11 05:30:00,219.0,221.0,218.15,219.23,9154644.0
2022-08-12 05:30:00,218.55,219.25,217.5,218.05,7092398.0
2022-08-16 05:30:00,219.25,219.9,218.3,218.55,4774208.0
2022-08-17 05:30:00,218.63,222.45,218.33,221.53,10401476.0
2022-08-18 05:30:00,220.88,220.88,217.03,217.53,16888260.0
2022-08-19 05:30:00,219.48,221.25,215.5,216.23,17253908.0
2022-08-22 05:30:00,215.45,215.45,209.53,210.0,12900580.0
2022-08-23 05:30:00,207.5,209.25,205.0,208.33,17028776.0
2022-08-24 05:30:00,208.9,209.75,207.18,208.08,7429170.0
2022-08-25 05:30:00,209.65,210.05,207.48,207.6,8753902.0
2022-08-26 05:30:00,209.25,211.25,208.15,208.63,7904194.0
2022-08-29 05:30:00,202.5,203.18,199.5,202.18,23519514.0
2022-08-30 05:30:00,204.58,207.98,203.13,206.78,19750992.0
2022-09-01 05:30:00,204.95,205.83,202.43,205.23,11778706.0
2022-09-02 05:30:00,206.28,206.38,203.55,203.85,9815080.0
2022-09-05 05:30:00,203.5,204.0,202.0,202.75,18018508.0
2022-09-06 05:30:00,203.5,203.68,200.63,202.23,18226162.0
2022-09-07 05:30:00,201.05,204.43,200.5,203.73,12248532.0
2022-09-08 05:30:00,205.0,207.18,204.8,206.4,14064948.0
2022-09-09 05:30:00,208.5,209.73,205.68,208.58,14671342.0
2022-09-12 05:30:00,209.93,212.2,209.03,211.0,11678424.0
2022-09-13 05:30:00,212.45,213.0,210.75,211.33,9408334.0
2022-09-14 05:30:00,204.5,211.35,204.5,208.15,17583964.0
2022-09-15 05:30:00,209.85,210.45,206.63,207.53,10640314.0
2022-09-16 05:30:00,206.38,206.38,200.1,200.83,20192486.0
2022-09-19 05:30:00,202.5,203.1,198.5,200.98,13584188.0
